date,product,category,region,quantity,unit_price,revenue,cost,profit,customer_id,payment_method
2023-10-22 01:09:15.511022044,Laptop Pro,Electronics,Latin America,24,44.78,1074.72,567.5,507.22,CUST-3962,Credit Card
2023-10-23 12:15:52.304609216,"Monitor 27""",Peripherals,Middle East,41,185.61,7610.01,5045.43,2564.58,CUST-3712,PayPal
2023-10-24 23:22:29.098196392,Wireless Mouse,Electronics,Asia Pacific,49,29.09,1425.41,748.7,676.71,CUST-8170,PayPal
2023-10-26 10:29:05.891783568,Laptop Pro,Accessories,Middle East,49,331.33,16235.17,8743.98,7491.19,CUST-1715,Credit Card
2023-10-27 21:35:42.685370740,Webcam 4K,Peripherals,Asia Pacific,12,317.39,3808.68,2655.04,1153.64,CUST-7731,Credit Card
2023-10-29 08:42:19.478957916,Wireless Mouse,Peripherals,Asia Pacific,39,542.92,21173.88,8471.06,12702.82,CUST-6968,Stripe
2023-10-30 19:48:56.272545088,Phone Case,Accessories,North America,2,210.44,420.88,191.77,229.11,CUST-4891,Bank Transfer
2023-11-01 06:55:33.066132264,"Monitor 27""",Accessories,Latin America,3,533.4,1600.2,824.41,775.79,CUST-8277,Stripe
2023-11-02 18:02:09.859719436,Keyboard Mechanical,Peripherals,Asia Pacific,49,629.66,30853.34,20973.39,9879.95,CUST-5668,Credit Card
2023-11-04 05:08:46.653306612,Tablet Air,Electronics,North America,37,71.14,2632.18,1108.17,1524.01,CUST-8355,PayPal
2023-11-05 16:15:23.446893788,"Monitor 27""",Electronics,Middle East,49,517.8,25372.2,10221.08,15151.12,CUST-4833,Credit Card
2023-11-07 03:22:00.240480960,Phone Case,Peripherals,North America,17,389.62,6623.54,2754.1,3869.44,CUST-9749,PayPal
2023-11-08 14:28:37.034068136,USB Hub,Peripherals,Middle East,49,319.83,15671.67,6684.95,8986.72,CUST-4918,Stripe
2023-11-10 01:35:13.827655308,Fast Charger 65W,Peripherals,Latin America,2,282.04,564.08,231.99,332.09,CUST-6070,Stripe
2023-11-11 12:41:50.621242484,Fast Charger 65W,Electronics,Asia Pacific,2,513.26,1026.52,558.36,468.16,CUST-8684,Stripe
2023-11-12 23:48:27.414829660,Tablet Air,Electronics,Europe,28,420.99,11787.72,6768.83,5018.89,CUST-4178,PayPal
2023-11-14 10:55:04.208416832,"Monitor 27""",Peripherals,Middle East,23,526.2,12102.6,5827.48,6275.12,CUST-7026,Bank Transfer
2023-11-15 22:01:41.002004008,Tablet Air,Accessories,Asia Pacific,37,588.5,21774.5,11311.55,10462.95,CUST-8218,Bank Transfer
2023-11-17 09:08:17.795591180,Headset Pro,Peripherals,Europe,32,406.96,13022.72,5567.34,7455.38,CUST-8564,Bank Transfer
2023-11-18 20:14:54.589178356,"Monitor 27""",Peripherals,Europe,33,637.59,21040.47,10539.41,10501.06,CUST-5616,Credit Card
2023-11-20 07:21:31.382765528,Wireless Mouse,Electronics,Middle East,1,401.14,401.14,223.34,177.8,CUST-7256,Credit Card
2023-11-21 18:28:08.176352704,Wireless Mouse,Peripherals,Asia Pacific,19,419.27,7966.13,4936.46,3029.67,CUST-9239,PayPal
2023-11-23 05:34:44.969939880,Headset Pro,Electronics,Europe,2,367.31,734.62,294.59,440.03,CUST-9641,Credit Card
2023-11-24 16:41:21.763527052,Webcam 4K,Accessories,North America,44,72.79,3202.76,1730.11,1472.65,CUST-7859,PayPal
2023-11-26 03:47:58.557114228,Headset Pro,Peripherals,North America,26,476.26,12382.76,6056.42,6326.34,CUST-3655,Stripe
2023-11-27 14:54:35.350701400,Headset Pro,Accessories,Asia Pacific,32,362.63,11604.16,7610.55,3993.61,CUST-4271,PayPal
2023-11-29 02:01:12.144288576,Tablet Air,Peripherals,Latin America,6,301.33,1807.98,1111.3,696.68,CUST-3267,Credit Card
2023-11-30 13:07:48.937875752,Laptop Pro,Accessories,North America,32,593.15,18980.8,10946.85,8033.95,CUST-5096,Stripe
2023-12-02 00:14:25.731462924,Wireless Mouse,Electronics,Middle East,4,204.2,816.8,394.66,422.14,CUST-1854,Stripe
2023-12-03 11:21:02.525050100,Laptop Pro,Peripherals,Asia Pacific,11,347.49,3822.39,2572.86,1249.53,CUST-8873,PayPal
2023-12-04 22:27:39.318637272,Headset Pro,Peripherals,Europe,17,458.0,7786.0,3219.75,4566.25,CUST-7081,Bank Transfer
2023-12-06 09:34:16.112224448,Webcam 4K,Accessories,North America,38,520.76,19788.88,8565.42,11223.46,CUST-2680,Credit Card
2023-12-07 20:40:52.905811624,Wireless Mouse,Electronics,,24,306.69,7360.56,3809.01,3551.55,CUST-9452,Credit Card
2023-12-09 07:47:29.699398796,"Monitor 27""",Accessories,Asia Pacific,5,549.73,2748.65,1202.07,1546.58,CUST-3042,Bank Transfer
2023-12-10 18:54:06.492985972,"Monitor 27""",Accessories,Latin America,34,503.26,17110.84,11753.86,5356.98,CUST-5670,Credit Card
2023-12-12 06:00:43.286573144,"Monitor 27""",Electronics,Europe,6,57.06,342.36,218.9,123.46,CUST-2374,Bank Transfer
2023-12-13 17:07:20.080160320,Phone Case,Accessories,Europe,22,44.12,970.64,463.67,506.97,CUST-3626,Bank Transfer
2023-12-15 04:13:56.873747492,Tablet Air,Accessories,Europe,11,409.21,4501.31,2595.3,1906.01,CUST-5469,Stripe
2023-12-16 15:20:33.667334668,USB Hub,Peripherals,Middle East,48,235.61,11309.28,7856.55,3452.73,CUST-8361,Stripe
2023-12-18 02:27:10.460921844,Headset Pro,Accessories,Asia Pacific,16,147.8,2364.8,1573.21,791.59,CUST-9410,PayPal
2023-12-19 13:33:47.254509016,USB Hub,Peripherals,Middle East,33,383.08,12641.64,7335.18,5306.46,CUST-3414,Stripe
2023-12-21 00:40:24.048096192,Keyboard Mechanical,Electronics,Middle East,9,231.89,2087.01,1400.63,686.38,CUST-8167,Bank Transfer
2023-12-22 11:47:00.841683364,Tablet Air,Accessories,Asia Pacific,6,356.16,2136.96,1488.94,648.02,CUST-2502,PayPal
2023-12-23 22:53:37.635270540,"Monitor 27""",Electronics,Europe,16,307.18,4914.88,3062.0,1852.88,CUST-4637,Credit Card
2023-12-25 10:00:14.428857716,Wireless Mouse,Peripherals,Asia Pacific,29,386.33,11203.57,4699.85,6503.72,CUST-8391,Bank Transfer
2023-12-26 21:06:51.222444888,Tablet Air,Peripherals,Latin America,3,269.19,807.57,420.32,387.25,CUST-6727,PayPal
2023-12-28 08:13:28.016032064,Phone Case,Peripherals,Asia Pacific,20,458.02,9160.4,5966.61,3193.79,CUST-1436,Stripe
2023-12-29 19:20:04.809619236,Wireless Mouse,Accessories,Asia Pacific,36,129.34,4656.24,2184.57,2471.67,CUST-7797,Bank Transfer
2023-12-31 06:26:41.603206412,Laptop Pro,Peripherals,North America,19,457.28,8688.32,5640.39,3047.93,CUST-1872,PayPal
2024-01-01 17:33:18.396793584,Phone Case,Peripherals,Latin America,26,276.4,7186.4,3134.0,4052.4,CUST-7495,Credit Card
2024-01-03 04:39:55.190380760,Laptop Pro,Accessories,North America,3,570.19,1710.57,708.32,1002.25,CUST-9224,Bank Transfer
2024-01-04 15:46:31.983967936,Wireless Mouse,Accessories,Europe,19,342.17,6501.23,3349.61,3151.62,CUST-7126,Bank Transfer
2024-01-06 02:53:08.777555108,"Monitor 27""",Accessories,Europe,20,632.93,12658.6,5202.93,7455.67,CUST-4862,PayPal
2024-01-07 13:59:45.571142284,USB Hub,Peripherals,Latin America,32,397.23,12711.36,8735.01,3976.35,CUST-7326,PayPal
2024-01-09 01:06:22.364729456,Headset Pro,Peripherals,Middle East,7,157.14,1099.98,712.63,387.35,CUST-2337,Stripe
2024-01-10 12:12:59.158316632,Tablet Air,Accessories,Asia Pacific,41,536.84,22010.44,14091.76,7918.68,CUST-7142,Stripe
2024-01-11 23:19:35.951903808,Tablet Air,Accessories,North America,33,234.13,7726.29,4550.27,3176.02,CUST-4678,Bank Transfer
2024-01-13 10:26:12.745490980,"Monitor 27""",Electronics,,40,235.74,9429.6,4383.79,5045.81,CUST-1461,Credit Card
2024-01-14 21:32:49.539078156,Headset Pro,Electronics,North America,39,35.2,1372.8,762.56,610.24,CUST-6221,Stripe
2024-01-16 08:39:26.332665328,Laptop Pro,Accessories,Asia Pacific,18,363.43,6541.74,3788.86,2752.88,CUST-2623,Credit Card
2024-01-17 19:46:03.126252504,USB Hub,Accessories,Middle East,40,354.36,14174.4,7902.36,6272.04,CUST-6493,PayPal
2024-01-19 06:52:39.919839680,Headset Pro,Electronics,North America,1,241.05,241.05,115.24,125.81,CUST-3392,PayPal
2024-01-20 17:59:16.713426852,Laptop Pro,Accessories,Latin America,11,582.83,6411.13,3555.45,2855.68,CUST-3254,Stripe
2024-01-22 05:05:53.507014028,Headset Pro,Peripherals,Asia Pacific,28,96.76,2709.28,1482.94,1226.34,CUST-1627,Bank Transfer
2024-01-23 16:12:30.300601200,Keyboard Mechanical,Peripherals,Asia Pacific,25,224.61,5615.25,3924.5,1690.75,CUST-5700,PayPal
2024-01-25 03:19:07.094188376,Tablet Air,Peripherals,Middle East,23,219.21,5041.83,3374.15,1667.68,CUST-8740,Credit Card
2024-01-26 14:25:43.887775548,Keyboard Mechanical,Accessories,Latin America,31,73.6,2281.6,1229.81,1051.79,CUST-3273,Bank Transfer
2024-01-28 01:32:20.681362724,Headset Pro,Accessories,Asia Pacific,30,320.53,9615.9,5643.39,3972.51,CUST-8685,Stripe
2024-01-29 12:38:57.474949900,Phone Case,Electronics,North America,42,451.74,18973.08,11846.06,7127.02,CUST-8349,PayPal
2024-01-30 23:45:34.268537072,Tablet Air,Accessories,Europe,35,339.9,11896.5,4883.03,7013.47,CUST-1086,Stripe
2024-02-01 10:52:11.062124248,USB Hub,Accessories,Latin America,7,114.68,802.76,536.63,266.13,CUST-2298,Bank Transfer
2024-02-02 21:58:47.855711420,"Monitor 27""",Electronics,North America,16,254.58,4073.28,2680.37,1392.91,CUST-1311,Bank Transfer
2024-02-04 09:05:24.649298596,Keyboard Mechanical,Accessories,Middle East,26,16.65,432.9,232.57,200.33,CUST-5193,Bank Transfer
2024-02-05 20:12:01.442885772,"Monitor 27""",Electronics,Middle East,48,566.37,27185.76,14064.58,13121.18,CUST-4533,Credit Card
2024-02-07 07:18:38.236472944,Laptop Pro,Accessories,Asia Pacific,49,68.67,3364.83,1621.47,1743.36,CUST-3449,Bank Transfer
2024-02-08 18:25:15.030060120,Fast Charger 65W,Accessories,Middle East,2,394.27,788.54,428.18,360.36,CUST-9991,Bank Transfer
2024-02-10 05:31:51.823647292,Phone Case,Accessories,Europe,1,641.27,641.27,265.05,376.22,CUST-9647,PayPal
2024-02-11 16:38:28.617234468,Laptop Pro,Accessories,North America,48,355.74,17075.52,11195.7,5879.82,CUST-7934,Credit Card
2024-02-13 03:45:05.410821640,Webcam 4K,Peripherals,Latin America,12,601.77,7221.24,2965.23,4256.01,CUST-2821,Credit Card
2024-02-14 14:51:42.204408816,Laptop Pro,Peripherals,Asia Pacific,5,164.93,824.65,411.27,413.38,CUST-5720,Stripe
2024-02-16 01:58:18.997995992,Laptop Pro,Accessories,Latin America,37,497.57,18410.09,12509.23,5900.86,CUST-4893,Bank Transfer
2024-02-17 13:04:55.791583164,Fast Charger 65W,Peripherals,North America,32,352.35,11275.2,6996.98,4278.22,CUST-5934,PayPal
2024-02-19 00:11:32.585170340,Tablet Air,Electronics,Europe,9,472.53,4252.77,2060.12,2192.65,CUST-2996,Stripe
2024-02-20 11:18:09.378757512,Phone Case,Peripherals,North America,41,54.59,2238.19,1064.92,1173.27,CUST-1782,Bank Transfer
2024-02-21 22:24:46.172344688,Phone Case,Electronics,North America,35,108.81,3808.35,1529.15,2279.2,CUST-4906,Credit Card
2024-02-23 09:31:22.965931864,USB Hub,Electronics,Asia Pacific,19,99.53,1891.07,1151.12,739.95,CUST-7878,Bank Transfer
2024-02-24 20:37:59.759519040,Laptop Pro,Electronics,Latin America,48,451.35,21664.8,8982.99,12681.81,CUST-8489,Bank Transfer
2024-02-26 07:44:36.553106208,Phone Case,Peripherals,North America,16,551.22,8819.52,4937.0,3882.52,CUST-2029,PayPal
2024-02-27 18:51:13.346693384,Wireless Mouse,Accessories,North America,3,491.01,1473.03,1014.38,458.65,CUST-2816,PayPal
2024-02-29 05:57:50.140280560,USB Hub,Accessories,Europe,20,34.35,687.0,297.36,389.64,CUST-9189,PayPal
2024-03-01 17:04:26.933867736,Wireless Mouse,Peripherals,Middle East,24,565.68,13576.32,9073.65,4502.67,CUST-9782,Stripe
2024-03-03 04:11:03.727454912,Fast Charger 65W,Electronics,Europe,33,239.88,7916.04,5520.98,2395.06,CUST-1269,PayPal
2024-03-04 15:17:40.521042080,Wireless Mouse,Peripherals,Latin America,24,267.2,6412.8,2683.47,3729.33,CUST-9443,Stripe
2024-03-06 02:24:17.314629256,"Monitor 27""",Accessories,Latin America,11,81.59,897.49,596.72,300.77,CUST-4963,Bank Transfer
2024-03-07 13:30:54.108216432,Headset Pro,Peripherals,Asia Pacific,49,483.25,23679.25,13137.81,10541.44,CUST-3352,Stripe
2024-03-09 00:37:30.901803608,Wireless Mouse,Peripherals,Middle East,8,130.75,1046.0,702.86,343.14,CUST-5772,Stripe
2024-03-10 11:44:07.695390784,Fast Charger 65W,Accessories,Latin America,36,373.12,13432.32,7675.17,5757.15,CUST-8032,PayPal
2024-03-11 22:50:44.488977952,"Monitor 27""",Accessories,Middle East,38,548.85,20856.3,12485.28,8371.02,CUST-1025,PayPal
2024-03-13 09:57:21.282565128,Fast Charger 65W,Electronics,Europe,40,71.64,2865.6,1613.72,1251.88,CUST-6780,Credit Card
2024-03-14 21:03:58.076152304,Fast Charger 65W,Electronics,Latin America,20,354.94,7098.8,4680.58,2418.22,CUST-4941,Stripe
2024-03-16 08:10:34.869739480,Laptop Pro,Accessories,North America,35,163.09,5708.15,3540.04,2168.11,CUST-7825,Bank Transfer
2024-03-17 19:17:11.663326648,Fast Charger 65W,Electronics,Latin America,48,232.76,11172.48,6216.12,4956.36,CUST-4068,Credit Card
2024-03-19 06:23:48.456913824,Wireless Mouse,Accessories,Middle East,25,315.97,7899.25,5217.05,2682.2,CUST-2402,Credit Card
2024-03-20 17:30:25.250501000,Headset Pro,Peripherals,Latin America,35,240.49,8417.15,3986.24,4430.91,CUST-9576,Credit Card
2024-03-22 04:37:02.044088176,Fast Charger 65W,Electronics,Asia Pacific,25,427.0,10675.0,4773.88,5901.12,CUST-6908,PayPal
2024-03-23 15:43:38.837675352,Fast Charger 65W,Accessories,North America,29,319.53,9266.37,4152.45,5113.92,CUST-2108,PayPal
2024-03-25 02:50:15.631262520,Phone Case,Peripherals,Asia Pacific,18,385.97,6947.46,3475.14,3472.32,CUST-9618,PayPal
2024-03-26 13:56:52.424849696,Webcam 4K,Peripherals,Europe,46,482.88,22212.48,10475.56,11736.92,CUST-9914,Bank Transfer
2024-03-28 01:03:29.218436872,Keyboard Mechanical,Accessories,Latin America,18,369.17,6645.06,4512.18,2132.88,CUST-9312,Stripe
2024-03-29 12:10:06.012024048,"Monitor 27""",Accessories,Latin America,2,387.45,774.9,334.56,440.34,CUST-9316,Credit Card
2024-03-30 23:16:42.805611224,Webcam 4K,Peripherals,Europe,35,373.43,13070.05,7968.77,5101.28,CUST-1333,PayPal
2024-04-01 10:23:19.599198392,"Monitor 27""",Peripherals,Asia Pacific,16,255.52,4088.32,1867.41,2220.91,CUST-7397,Stripe
2024-04-02 21:29:56.392785568,Keyboard Mechanical,Accessories,North America,41,229.28,9400.48,6246.54,3153.94,CUST-8702,Credit Card
2024-04-04 08:36:33.186372744,Headset Pro,Accessories,Asia Pacific,36,586.28,21106.08,14529.31,6576.77,CUST-1713,Stripe
2024-04-05 19:43:09.979959920,USB Hub,Peripherals,Middle East,33,400.8,13226.4,,6088.89,CUST-7338,Credit Card
2024-04-07 06:49:46.773547096,Keyboard Mechanical,Peripherals,Asia Pacific,4,170.16,680.64,,228.88,CUST-7116,Stripe
2024-04-08 17:56:23.567134264,Tablet Air,Accessories,North America,33,331.39,10935.87,4391.23,6544.64,CUST-5155,PayPal
2024-04-10 05:03:00.360721440,Webcam 4K,Accessories,Latin America,14,224.77,3146.78,2032.77,1114.01,CUST-1266,Stripe
2024-04-11 16:09:37.154308616,Wireless Mouse,Peripherals,Asia Pacific,21,607.89,12765.69,5981.84,6783.85,CUST-6850,Stripe
2024-04-13 03:16:13.947895792,Laptop Pro,Accessories,Europe,48,19.78,949.44,638.6,310.84,CUST-2106,Credit Card
2024-04-14 14:22:50.741482968,Tablet Air,Accessories,North America,20,158.09,3161.8,1265.78,1896.02,CUST-6649,Stripe
2024-04-16 01:29:27.535070136,Fast Charger 65W,Accessories,,8,247.0,1976.0,1120.1,855.9,CUST-4950,Bank Transfer
2024-04-17 12:36:04.328657312,Fast Charger 65W,Accessories,North America,7,324.76,2273.32,1425.35,847.97,CUST-2698,Credit Card
2024-04-18 23:42:41.122244488,Wireless Mouse,Electronics,Europe,3,555.27,1665.81,795.6,870.21,CUST-6447,Stripe
2024-04-20 10:49:17.915831664,Wireless Mouse,Electronics,Middle East,17,70.81,1203.77,551.25,652.52,CUST-3185,Bank Transfer
2024-04-21 21:55:54.709418840,Phone Case,Peripherals,North America,33,526.72,17381.76,,9990.52,CUST-1726,Credit Card
2024-04-23 09:02:31.503006008,"Monitor 27""",Electronics,North America,48,50.34,2416.32,1203.16,1213.16,CUST-6772,PayPal
2024-04-24 20:09:08.296593184,Phone Case,Accessories,Asia Pacific,12,549.87,6598.44,3747.61,2850.83,CUST-9945,Credit Card
2024-04-26 07:15:45.090180360,Keyboard Mechanical,Electronics,Europe,22,47.79,1051.38,457.09,594.29,CUST-6546,Credit Card
2024-04-27 18:22:21.883767536,USB Hub,Peripherals,Europe,22,26.58,584.76,299.99,284.77,CUST-3868,Stripe
2024-04-29 05:28:58.677354704,Webcam 4K,Peripherals,Middle East,46,457.57,21048.22,8476.58,12571.64,CUST-8612,Bank Transfer
2024-04-30 16:35:35.470941880,Wireless Mouse,Peripherals,Europe,30,648.26,19447.8,12555.57,6892.23,CUST-8840,Credit Card
2024-05-02 03:42:12.264529056,"Monitor 27""",Electronics,North America,38,584.35,22205.3,9737.79,12467.51,CUST-3986,Credit Card
2024-05-03 14:48:49.058116232,Webcam 4K,Electronics,Middle East,38,380.76,14468.88,7017.45,7451.43,CUST-3209,Credit Card
2024-05-05 01:55:25.851703408,Keyboard Mechanical,Electronics,Europe,45,597.55,26889.75,10904.56,15985.19,CUST-2033,Stripe
2024-05-06 13:02:02.645290576,USB Hub,Peripherals,Middle East,8,18.37,146.96,77.84,69.12,CUST-8498,Credit Card
2024-05-08 00:08:39.438877752,Tablet Air,Accessories,Europe,27,634.17,17122.59,11164.55,5958.04,CUST-1605,Bank Transfer
2024-05-09 11:15:16.232464928,Phone Case,Accessories,Europe,27,326.63,8819.01,4565.12,4253.89,CUST-5807,Stripe
2024-05-10 22:21:53.026052104,Keyboard Mechanical,Peripherals,Asia Pacific,34,474.04,16117.36,7314.85,8802.51,CUST-4302,PayPal
2024-05-12 09:28:29.819639280,Fast Charger 65W,Peripherals,Europe,21,536.25,11261.25,7050.78,4210.47,CUST-1717,PayPal
2024-05-13 20:35:06.613226448,Phone Case,Peripherals,Middle East,30,471.22,14136.6,,5136.65,CUST-4268,Stripe
2024-05-15 07:41:43.406813624,Laptop Pro,Peripherals,North America,33,354.75,11706.75,5292.93,6413.82,CUST-1686,Bank Transfer
2024-05-16 18:48:20.200400800,Phone Case,Accessories,Asia Pacific,28,317.65,8894.2,5614.52,3279.68,CUST-6170,Stripe
2024-05-18 05:54:56.993987976,Keyboard Mechanical,Electronics,Europe,47,547.5,25732.5,17605.9,8126.6,CUST-6080,Stripe
2024-05-19 17:01:33.787575152,Wireless Mouse,Electronics,Europe,33,145.22,4792.26,2156.1,2636.16,CUST-9444,Stripe
2024-05-21 04:08:10.581162320,USB Hub,Accessories,Middle East,5,629.68,3148.4,1987.57,1160.83,CUST-7524,Stripe
2024-05-22 15:14:47.374749496,Keyboard Mechanical,Electronics,Asia Pacific,48,466.45,22389.6,13715.23,8674.37,CUST-9897,Credit Card
2024-05-24 02:21:24.168336672,Wireless Mouse,Accessories,Europe,19,141.69,2692.11,1459.32,1232.79,CUST-8756,PayPal
2024-05-25 13:28:00.961923848,Wireless Mouse,Electronics,North America,4,482.52,1930.08,805.57,1124.51,CUST-5150,Bank Transfer
2024-05-27 00:34:37.755511024,Phone Case,Accessories,North America,35,351.45,12300.75,5195.94,7104.81,CUST-1599,Credit Card
2024-05-28 11:41:14.549098192,USB Hub,Electronics,Europe,49,464.09,22740.41,14911.44,7828.97,CUST-4131,PayPal
2024-05-29 22:47:51.342685368,Keyboard Mechanical,Peripherals,North America,17,502.54,8543.18,5954.98,2588.2,CUST-5687,Stripe
2024-05-31 09:54:28.136272544,Keyboard Mechanical,Peripherals,Asia Pacific,44,70.43,3098.92,1868.08,1230.84,CUST-6848,PayPal
2024-06-01 21:01:04.929859720,Fast Charger 65W,Electronics,Europe,28,336.38,9418.64,5027.55,4391.09,CUST-1783,PayPal
2024-06-03 08:07:41.723446896,"Monitor 27""",Accessories,Middle East,30,606.83,18204.9,10818.66,7386.24,CUST-6438,Credit Card
2024-06-04 19:14:18.517034064,Webcam 4K,Electronics,Asia Pacific,29,218.61,6339.69,3666.36,2673.33,CUST-5476,Credit Card
2024-06-06 06:20:55.310621240,"Monitor 27""",Electronics,North America,46,392.12,18037.52,9290.83,8746.69,CUST-3039,Bank Transfer
2024-06-07 17:27:32.104208416,Keyboard Mechanical,Peripherals,Europe,6,249.46,1496.76,628.17,868.59,CUST-7029,Stripe
2024-06-09 04:34:08.897795592,Phone Case,Accessories,Asia Pacific,35,303.46,10621.1,6866.05,3755.05,CUST-8159,Stripe
2024-06-10 15:40:45.691382760,Tablet Air,Peripherals,North America,41,363.36,14897.76,7620.95,7276.81,CUST-7553,Stripe
2024-06-12 02:47:22.484969936,Keyboard Mechanical,Electronics,Europe,37,363.57,13452.09,8685.15,4766.94,CUST-8204,PayPal
2024-06-13 13:53:59.278557112,Laptop Pro,Peripherals,,24,143.1,3434.4,1633.92,1800.48,CUST-7334,PayPal
2024-06-15 01:00:36.072144288,Wireless Mouse,Accessories,Middle East,29,449.7,13041.3,5220.55,7820.75,CUST-6554,Stripe
2024-06-16 12:07:12.865731464,Headset Pro,Electronics,North America,49,70.8,3469.2,1553.1,1916.1,CUST-4060,Bank Transfer
2024-06-17 23:13:49.659318632,Keyboard Mechanical,Electronics,North America,46,103.15,4744.9,2564.91,2179.99,CUST-9129,PayPal
2024-06-19 10:20:26.452905808,Laptop Pro,Peripherals,Latin America,31,16.72,518.32,354.16,164.16,CUST-9151,Bank Transfer
2024-06-20 21:27:03.246492984,Laptop Pro,Accessories,Latin America,35,89.1,3118.5,1343.01,1775.49,CUST-7018,PayPal
2024-06-22 08:33:40.040080160,Webcam 4K,Accessories,Asia Pacific,33,315.46,10410.18,6831.82,3578.36,CUST-9507,Credit Card
2024-06-23 19:40:16.833667336,USB Hub,Accessories,Middle East,21,399.87,8397.27,4686.58,3710.69,CUST-5369,Credit Card
2024-06-25 06:46:53.627254504,Keyboard Mechanical,Accessories,Middle East,32,519.37,16619.84,10765.94,5853.9,CUST-2353,Stripe
2024-06-26 17:53:30.420841680,USB Hub,Accessories,North America,23,82.75,1903.25,931.66,971.59,CUST-7955,Credit Card
2024-06-28 05:00:07.214428856,Tablet Air,Electronics,Latin America,33,555.21,18321.93,11945.61,6376.32,CUST-2293,PayPal
2024-06-29 16:06:44.008016032,Phone Case,Electronics,Middle East,3,488.69,1466.07,926.33,539.74,CUST-8055,PayPal
2024-07-01 03:13:20.801603208,Headset Pro,Accessories,Europe,18,274.41,4939.38,2316.65,2622.73,CUST-3956,Credit Card
2024-07-02 14:19:57.595190376,Phone Case,Accessories,Middle East,25,607.42,15185.5,6672.52,8512.98,CUST-9937,Credit Card
2024-07-04 01:26:34.388777552,Laptop Pro,Electronics,North America,42,644.24,27058.08,17869.6,9188.48,CUST-5813,Credit Card
2024-07-05 12:33:11.182364728,Wireless Mouse,Electronics,Middle East,31,145.18,4500.58,3100.77,1399.81,CUST-6262,Stripe
2024-07-06 23:39:47.975951904,Wireless Mouse,Accessories,Asia Pacific,3,255.81,767.43,314.18,453.25,CUST-2680,Credit Card
2024-07-08 10:46:24.769539080,USB Hub,Accessories,Latin America,40,603.3,24132.0,14946.9,9185.1,CUST-2311,PayPal
2024-07-09 21:53:01.563126248,Phone Case,Electronics,North America,46,473.21,21767.66,14646.53,7121.13,CUST-6372,Credit Card
2024-07-11 08:59:38.356713424,Laptop Pro,Peripherals,North America,24,45.54,1092.96,718.3,374.66,CUST-5843,Stripe
2024-07-12 20:06:15.150300600,Webcam 4K,Peripherals,Latin America,32,511.26,16360.32,11278.09,5082.23,CUST-6021,Stripe
2024-07-14 07:12:51.943887776,Fast Charger 65W,Peripherals,Latin America,47,540.74,25414.78,15961.2,9453.58,CUST-8305,PayPal
2024-07-15 18:19:28.737474944,Phone Case,Electronics,Latin America,22,491.57,10814.54,5760.79,5053.75,CUST-7981,PayPal
2024-07-17 05:26:05.531062120,USB Hub,Electronics,North America,23,522.71,12022.33,5934.05,6088.28,CUST-3730,Credit Card
2024-07-18 16:32:42.324649296,Headset Pro,Electronics,Latin America,2,538.96,1077.92,534.89,543.03,CUST-8272,PayPal
2024-07-20 03:39:19.118236472,USB Hub,Peripherals,Latin America,27,133.37,3600.99,2222.99,1378.0,CUST-6759,Bank Transfer
2024-07-21 14:45:55.911823648,Laptop Pro,Accessories,North America,42,164.66,6915.72,4313.69,2602.03,CUST-8325,PayPal
2024-07-23 01:52:32.705410816,Keyboard Mechanical,Electronics,North America,2,417.44,834.88,384.13,450.75,CUST-1693,Bank Transfer
2024-07-24 12:59:09.498997992,Webcam 4K,Electronics,Asia Pacific,26,591.49,15378.74,10156.69,5222.05,CUST-6776,Bank Transfer
2024-07-26 00:05:46.292585168,Laptop Pro,Electronics,Middle East,17,215.78,3668.26,2254.06,1414.2,CUST-8126,PayPal
2024-07-27 11:12:23.086172344,Webcam 4K,Peripherals,Europe,40,388.57,15542.8,8841.13,6701.67,CUST-5498,Bank Transfer
2024-07-28 22:18:59.879759520,"Monitor 27""",Accessories,North America,33,448.69,14806.77,8017.27,6789.5,CUST-1939,PayPal
2024-07-30 09:25:36.673346688,"Monitor 27""",Peripherals,Europe,9,301.99,2717.91,1530.1,1187.81,CUST-2229,PayPal
2024-07-31 20:32:13.466933864,Wireless Mouse,Peripherals,Asia Pacific,43,468.25,20134.75,9015.81,11118.94,CUST-7655,Stripe
2024-08-02 07:38:50.260521040,Webcam 4K,Peripherals,Middle East,48,586.29,28141.92,12976.53,15165.39,CUST-6952,Bank Transfer
2024-08-03 18:45:27.054108216,Phone Case,Electronics,Middle East,39,411.3,16040.7,6854.98,9185.72,CUST-9406,Bank Transfer
2024-08-05 05:52:03.847695392,Headset Pro,Peripherals,Middle East,29,357.76,10375.04,4628.28,5746.76,CUST-3621,Credit Card
2024-08-06 16:58:40.641282560,Fast Charger 65W,Accessories,Asia Pacific,42,293.6,12331.2,6610.86,5720.34,CUST-1510,PayPal
2024-08-08 04:05:17.434869736,USB Hub,Accessories,Latin America,26,381.7,9924.2,5548.68,4375.52,CUST-3339,Stripe
2024-08-09 15:11:54.228456912,"Monitor 27""",Accessories,Middle East,35,240.66,8423.1,3414.38,5008.72,CUST-8179,Stripe
2024-08-11 02:18:31.022044088,USB Hub,Accessories,Middle East,25,263.59,6589.75,4211.11,2378.64,CUST-1570,Credit Card
2024-08-12 13:25:07.815631264,USB Hub,Peripherals,Asia Pacific,24,352.73,8465.52,4133.29,4332.23,CUST-3068,Bank Transfer
